Epoch,Train_Loss,Val_Loss
102,1241.3858262214108,1118.525131225586
103,1247.6043679057689,1114.4425354003906
104,1244.704567729563,1136.6557352701823
105,1243.3866563879926,1116.1216033935548
106,1253.071925951087,1124.2275899251301
107,1252.8040280549424,1120.6237803141275
108,1249.114971658458,1119.3944986979166
109,1239.6723349750905,1125.1085428873698
110,1253.574317821558,1177.740982055664
111,1244.3050408847091,1119.4829915364583
112,1243.0577476612036,1127.978145345052
113,1241.9777473781419,1114.8900380452474
114,1249.5781895734262,1132.430810546875
115,1244.0722740283911,1120.2483286539714
116,1233.6965730086617,1116.0145924886067
117,1243.988086645154,1125.9434326171875
118,1249.8865338753963,1116.633619181315
119,1236.6900077488112,1109.6119822184244
120,1229.7425833439481,1115.5952596028646
121,1232.2587864087975,1123.2875061035156
122,1237.0732687245245,1125.6713236490884
123,1233.2211595618207,1117.0277506510417
124,1225.0706751726675,1122.4017049153647
125,1229.4081098031306,1129.961274210612
126,1233.7409977567368,1116.9079549153646
127,1247.0032578620358,1111.4668284098307
128,1229.2830209040987,1116.0729044596353
129,1231.7157216832259,1122.9121022542317
130,1246.1246076943219,1113.788525390625
131,1233.9441170070481,1131.8878641764322
132,1231.3449269170346,1107.0270385742188
133,1233.1965022432632,1115.1364034016926
134,1231.361061870188,1112.036932373047
135,1221.4499118086221,1099.2111653645834
136,1233.5006001790364,1110.464864095052
137,1225.3703188688858,1114.66047261556
138,1228.0101424507473,1105.4312540690105
139,1223.2178353572237,1106.6273834228516
140,1223.4174229718637,1099.8708557128907
141,1225.4748030952785,1107.0389506022136
142,1211.8462639407835,1097.8844380696614
143,1220.8552568960881,1093.3653544108072
144,1216.1382848767266,1095.2750620524089
145,1226.2642216336899,1093.1932627360027
146,1213.6374401147814,1086.9682118733724
147,1216.2009507331295,1093.0339975992838
148,1215.2852796471636,1090.6663075764975
149,1219.9151774973109,1102.063306681315
150,1219.0729339157326,1082.234775797526
151,1201.6709612417912,1086.4524922688802
152,1215.9464619954426,1077.6299509684245
153,1224.4562055062556,1078.3766540527345
154,1223.5363849142323,1083.5465993245443
155,1220.6592318769815,1094.613461303711
156,1216.9084459387739,1075.1027303059896
157,1213.7143103558085,1092.6577209472657
158,1209.4024109771285,1081.358748372396
159,1212.8690769361413,1084.7497863769531
160,1204.7246726215749,1084.0357493082681
161,1216.8258419313293,1078.1888061523437
162,1208.780935978544,1100.8596221923829
163,1204.1451752151268,1081.4398661295572
164,1201.7465899923573,1077.7108968098958
165,1198.821577431499,1078.6247731526694
166,1218.8409866111865,1088.0704945882162
167,1206.0343446593354,1065.6129333496094
168,1204.0542204483695,1082.3440572102866
169,1203.225517825804,1093.1195251464844
170,1212.3351444852524,1102.7158711751301
171,1211.9473580623019,1075.7312764485678
172,1206.4883046910384,1084.1933868408203
173,1208.1342623061028,1080.0767852783204
174,1220.5115099920743,1076.8712178548178
175,1207.8215641629868,1073.0294952392578
176,1199.1591951674309,1077.6667541503907
177,1202.8677699876869,1077.018061319987
178,1214.9537203139153,1083.2541188557943
179,1207.9096392203069,1074.885164388021
180,1200.7667952827785,1074.8040211995442
181,1206.6984580219655,1065.256746419271
182,1212.6706715459409,1069.5571950276692
183,1197.0307829483695,1092.3354736328124
184,1206.1308527407439,1067.4651489257812
185,1210.0530510501585,1066.3488861083983
186,1209.1128840792007,1074.3983459472656
187,1201.639843042346,1077.227313232422
188,1213.5896827587183,1081.7376820882162
189,1205.1582000290139,1074.3907043457032
190,1200.8233562967052,1072.553471883138
191,1208.2993106565614,1071.9485575358074
192,1203.9869526296422,1068.8648142496745
193,1201.4884395875793,1059.2850229899088
194,1196.2734507685122,1077.976156616211
195,1208.5720002547555,1084.6771148681642
196,1202.3336473547895,1063.2280303955079
197,1196.4254216733186,1060.4547220865886
198,1193.7419473399286,1063.2593566894532
199,1197.6820143547611,1072.5542338053385
200,1191.6445918428726,1063.8769846598307
201,1201.6170950626981,1069.827791341146
202,1203.9174313752549,1071.3914764404296
203,1202.6516418457031,1068.936050415039
204,1203.9295791404834,1068.4987040201822
205,1194.1170344698257,1076.8563985188803
206,1198.6803380993829,1067.0438212076822
207,1205.0479537300441,1062.2472412109375
208,1203.8042381397192,1073.8516133626301
209,1196.3837735825691,1076.5380381266275
210,1191.8945710555367,1074.548257446289
211,1191.334037449049,1060.0649291992188
212,1191.8772897029269,1061.0583201090494
213,1189.6928078471751,1065.4982889811197
214,1194.8899819194407,1054.8506072998048
215,1203.5522009808085,1058.3348103841147
216,1197.8254867774854,1056.084595743815
217,1197.2323104194973,1066.5922953287761
218,1193.1510469740715,1054.4101542154947
219,1207.3374593983526,1055.2756601969402
220,1191.4188612785892,1052.052904256185
221,1203.2255770918252,1050.8604624430338
222,1209.587642946105,1055.832627360026
223,1200.4516561756964,1065.4400502522788
224,1191.387421981148,1055.7791951497395
225,1200.2749399378679,1090.9666381835937
226,1199.5381425498188,1056.8847676595053
227,1195.9167117796082,1050.6965881347655
228,1199.5606724835825,1055.2564158121745
229,1190.7344400157099,1052.4461486816406
230,1195.0423681286798,1050.704551188151
231,1198.5161561827729,1070.9220041910808
232,1199.1247881460881,1044.8526835123698
233,1192.6663101859715,1053.2700795491537
234,1202.2051851576653,1079.1609639485678
235,1188.7117548403533,1052.4865834554037
236,1194.4801963032155,1051.1404846191406
237,1197.5659462749095,1056.7353068033854
238,1185.6064240828805,1041.5777526855468
239,1188.7128194173176,1049.7764465332032
240,1184.4347936657891,1054.3341451009114
241,1192.6035196055536,1046.5344807942708
242,1183.7221754875736,1041.240897623698
243,1190.9265689573426,1066.7241038004556
244,1189.2618943366451,1043.111868286133
245,1188.562894517097,1042.1404062906902
246,1188.383053102355,1045.6924092610677
247,1185.1764889039855,1050.635791015625
248,1196.6297722415648,1055.1337056477864
249,1186.2912115566971,1054.403926595052
250,1191.1178509256115,1044.94572652181
251,1192.289132380831,1053.0403259277343
252,1177.2041670204937,1046.000449625651
253,1197.2398226088371,1054.9648661295573
254,1191.5784275220788,1042.10954691569
255,1182.909981990206,1049.9615214029948
256,1199.3320675172668,1049.169608561198
257,1194.4784621086674,1067.7821695963542
258,1198.5568630937216,1048.9781188964844
259,1191.6171300031137,1046.8594584147136
260,1196.479009213655,1047.272967529297
261,1192.2117428986924,1065.8770294189453
262,1196.3862096814141,1038.227189127604
263,1194.8366849595222,1045.8293721516927
264,1195.5028217702672,1054.9218556722005
265,1186.1974810171819,1040.1743265787761
266,1187.631912894871,1043.4368448893229
267,1185.2960545636606,1045.0862548828125
268,1192.8360476286514,1043.7945892333985
269,1189.979198511096,1032.5888814290365
270,1199.1440818897192,1056.0424499511719
271,1187.8358800031137,1039.682581583659
272,1179.2067304970562,1036.1803822835286
273,1182.2000250332596,1040.2867787679036
274,1188.5121760713882,1041.1723897298177
275,1185.6759218962295,1045.6349090576173
276,1185.259321572124,1045.2799194335937
277,1183.4839588109999,1047.284120686849
278,1196.2133059294326,1043.6887451171874
279,1186.49499777089,1053.0598236083983
280,1188.7207309888756,1045.638916015625
281,1188.2307151020436,1035.0741923014323
282,1189.9272328252378,1041.0876363118489
283,1183.4993383435235,1061.4504659016927
284,1193.4879592674365,1031.8866994222005
285,1197.7959400121717,1050.1482411702475
286,1188.8585598710654,1050.9188293457032
287,1187.4661073546479,1037.2273813883464
288,1193.6865645698879,1055.5978698730469
289,1186.730612049932,1046.3324157714844
290,1192.1786844004755,1034.377826944987
291,1184.8553391608639,1046.788905843099
292,1180.5109527145607,1045.4006907145183
293,1197.2422892252605,1045.5956217447917
294,1185.1488377667856,1040.1393422444662
295,1179.3675519418025,1044.8059560139975
296,1182.0023255279098,1040.0164611816406
297,1177.0451430168705,1030.2249481201172
298,1187.128638226053,1046.850919596354
299,1178.5263769177423,1032.5299479166667
300,1183.6835163503454,1053.138584391276
301,1182.3991062330163,1045.191685994466
302,1186.7008149520211,1045.9709330240885
303,1194.1831766764324,1048.608189900716
304,1181.135400744452,1031.1664021809895
305,1193.6426913496377,1051.6164896647135
306,1190.0938649937727,1038.3113566080729
307,1176.645482160043,1036.7862040201824
308,1171.6105784540591,1045.761880493164
309,1172.6737551481826,1033.725526936849
310,1188.6727998153024,1044.1786010742187
311,1188.0770595384681,1047.6419504801431
312,1181.0453261223392,1049.10021870931
313,1186.0843346637228,1029.6089396158854
314,1187.6680664947066,1027.4996520996094
315,1181.2841876486073,1033.9366994222005
316,1170.6295581762342,1039.2464569091796
317,1182.6166324339051,1028.251040649414
318,1182.1250088456748,1042.6673817952474
319,1188.2108561197917,1045.0207692464194
320,1181.7581154643626,1026.7264404296875
321,1183.4080443451371,1019.0827575683594
322,1175.8501803633096,1038.08312886556
323,1177.2216363436935,1054.5993774414062
324,1195.0717410764832,1022.1471333821614
325,1181.6534720158231,1040.174501546224
326,1172.594265702842,1023.547275797526
327,1181.0832546068275,1038.3444071451822
328,1191.6392220759737,1028.8860992431642
329,1178.9898522418478,1047.9752288818358
330,1182.9536760855412,1028.237646484375
331,1181.2266624561255,1038.2492502848306
332,1169.0218782286713,1034.4957722981771
333,1178.108378092448,1031.4218068440755
334,1187.1518541418989,1029.159197998047
335,1177.258816484092,1025.4068491617838
336,1176.7883765179179,1022.5506174723307
337,1175.3224429807801,1029.1373677571614
338,1166.0863041532211,1029.7349009195964
339,1165.7862141927083,1034.4014078776042
340,1173.6447563724241,1033.1274312337239
341,1174.0001539147418,1042.1598683675131
342,1170.3399021314538,1044.490498860677
343,1179.7348163991735,1032.3014536539713
344,1182.7386806322181,1049.6853159586587
345,1172.6453583205955,1031.4215535481771
346,1177.4493072067482,1039.05549214681
347,1169.2143386619678,1034.3795033772788
348,1180.4290223052535,1032.8780090332032
349,1180.1678108547044,1027.3155721028645
350,1177.5125860684159,1021.7942454020182
351,1168.5352469181669,1027.6660115559896
352,1177.87035955899,1034.8150614420572
353,1171.6845800427423,1037.3679616292318
354,1179.078249724015,1036.6302490234375
355,1171.4735925646796,1034.1503499348958
356,1182.8727978692539,1042.3020253499349
357,1180.3881199048913,1028.5543436686198
358,1178.7255501125169,1048.6608306884766
359,1171.2556382331295,1064.6514444986979
360,1177.1478965869849,1033.7185302734374
361,1169.1742885423744,1029.552944946289
362,1185.4660299549932,1036.9030008951822
363,1172.3618792105412,1024.6224232991538
364,1174.6353613811991,1045.8593332926432
365,1171.7036694512851,1033.4945159912108
366,1183.742407757303,1022.6040283203125
367,1155.9145255710769,1016.800390625
368,1178.2515391474185,1026.6888529459636
369,1171.3018847479336,1020.9273010253906
370,1188.3623551078465,1022.657802327474
371,1170.8897099149399,1018.0410268147787
372,1174.7823079427083,1023.9575317382812
373,1178.8384005781534,1024.0413706461588
374,1167.4260023918705,1019.064096069336
375,1189.3501808055933,1022.6085306803385
376,1175.268508689991,1021.8028442382813
377,1173.9591878255208,1028.7591705322266
378,1176.3082903433537,1020.3322143554688
379,1175.9453717660213,1023.5189636230468
380,1167.8962499646173,1032.3389607747397
381,1178.5266874009285,1013.7504211425781
382,1175.5960029933763,1027.051919555664
383,1177.0083764117696,1018.4627105712891
384,1177.3391471531081,1013.0723480224609
385,1175.8359954391701,1027.8227783203124
386,1180.4107480256455,1052.8044464111329
387,1178.6350659356601,1013.7091013590494
388,1170.699883060179,1016.5242950439454
389,1174.914525128793,1019.8607055664063
390,1169.7223811495132,1049.8438435872397
391,1179.4540347776551,1012.6645050048828
392,1165.3882043810859,1037.742524210612
393,1167.6783504762511,1038.7283396402995
394,1168.1494202544723,1016.3647206624349
395,1167.9616336546082,1014.1181009928385
396,1183.5706716343977,1020.9694346110026
397,1167.3117989802706,1015.5913279215495
398,1170.0032958984375,1022.9653391520183
399,1166.9676681739697,1019.852734375
400,1172.3124960194464,1024.30361328125
401,1177.2739125127378,1016.2161265055339
402,1174.7812544228375,1016.5014689127604
403,1162.6775751528533,1026.2162373860676
404,1171.4700113932292,1032.858480834961
405,1175.8936112998188,1007.8027323404948
406,1163.987545289855,1023.5946411132812
407,1168.6239677097487,1008.8629547119141
408,1164.4334827367811,1016.478281656901
409,1162.2965782276099,1018.4946228027344
410,1173.4017174762228,1010.3529846191407
411,1169.6597400609999,1030.5549621582031
412,1163.4523474651835,1048.7810719807942
413,1192.8814316901608,1019.0959350585938
414,1163.234105206918,1009.7319885253906
415,1176.473921181499,1020.0495656331381
416,1161.5734774824502,1013.0749145507813
417,1168.1991608108299,1010.9413492838542
418,1178.7821938335032,1006.9629750569661
419,1160.6442840133889,1012.1353169759115
420,1171.9472616444464,1008.9382598876953
421,1171.9685859127321,1022.9613362630208
422,1163.926418138587,1014.5958190917969
423,1178.8860234799592,1023.9435994466146
424,1163.1278071749039,1011.7954711914062
425,1180.4825364264889,1006.3599884033204
426,1165.0064480546591,1044.5178721110026
427,1165.8579477503679,1016.7997985839844
428,1163.1488435164742,1027.1560475667318
429,1154.1102144545403,1005.1780090332031
430,1170.9506605949955,1033.8749003092448
431,1170.595750891644,1034.796612548828
432,1178.7998612998188,1020.4106852213541
433,1166.263356084409,1015.6921061197917
434,1166.2182749872622,1029.8310139973958
435,1167.6408859474072,1018.9211954752604
436,1159.5852378071218,1039.8654052734375
437,1157.0598984870358,1004.6799102783203
438,1166.4323580092278,1015.3856781005859
439,1175.5747817772021,1005.683907063802
440,1173.4405619303386,1028.5679911295572
441,1166.8413373421931,1013.1768625895182
442,1164.1022825379303,1016.8121846516927
443,1160.3951845030854,1020.6724934895833
444,1169.3593993256059,1009.4454294840494
445,1173.8341068875961,1013.787543741862
446,1172.8372471021569,1023.7444010416667
447,1176.8961522199106,1024.5981486002604
448,1181.3530432659647,1027.6485188802083
449,1167.4948354527571,1009.6383534749349
450,1162.7797250056612,1022.9434020996093
451,1171.5333946338599,1018.5674133300781
452,1156.5799485358639,1018.720160929362
453,1164.2861323702164,1018.9995096842448
454,1164.5139204384625,1026.3905853271485
455,1159.3667102758436,1018.4199493408203
456,1167.198418216429,1013.7378977457682
457,1154.9608618694804,1022.8836934407552
458,1168.0319213867188,1016.3574157714844
459,1162.4248276862545,1024.701639811198
460,1160.2807108561199,1035.3461385091146
461,1167.4964568649514,1024.1048299153647
462,1172.1913850203805,1030.073031616211
463,1170.3564824643342,1062.9152720133463
464,1167.4302359318388,1017.9188812255859
465,1162.6078968877378,1022.4314280192058
466,1155.6882063271344,1022.3333028157552
467,1162.6239137511322,1021.6447519938151
468,1168.630007536515,1004.9403645833333
469,1165.4795377427254,1002.1221343994141
470,1158.4079302359319,1016.2747680664063
471,1162.4423584868941,1027.5408874511718
472,1166.1738352015398,1011.0021982828777
473,1159.885154834692,1029.1072336832683
474,1163.975022468014,1027.204849243164
475,1164.9576703500056,1019.470039876302
476,1169.0235445326653,1033.6416870117187
477,1175.6337775631227,1042.836319986979
478,1176.0651700669441,1021.9790262858073
479,1164.6218726116679,1004.7867380777994
480,1166.4998522772305,1020.2162465413411
481,1171.2183523869169,1021.1095225016276
482,1170.1956893257473,1007.0286499023438
483,1163.8255137567935,1037.6921193440755
484,1167.0504318458447,1023.6294474283854
485,1177.3200183813124,1016.604677327474
486,1168.6189959982166,1018.1127329508464
487,1170.9242885423744,1111.1442565917969
488,1172.7465608016305,1003.8167978922526
489,1172.1514954497848,1012.3285298665364
490,1165.9485509015512,1012.5719655354818
491,1158.1873482966769,1105.8966878255208
492,1168.371429885643,1030.6994201660157
493,1171.823416447294,1012.933735148112
494,1163.1662195178046,1036.0504414876302
495,1159.6731359509454,1006.9118265787761
496,1173.9347419185915,1033.834662882487
497,1166.0114383421082,1010.6166524251302
498,1170.4716916291611,1016.3843556722005
499,1162.713300179744,1029.4356302897136
500,1162.4699852984884,1024.8313395182292
501,1166.9500546662705,1031.3596700032551
502,1159.8422829448314,1015.8680826822916
503,1160.439996249434,1012.4917653401693
504,1170.205515101336,1016.1891815185547
505,1152.1950891467109,1013.8552500406901
506,1170.0602868121603,1016.7725413004557
507,1160.2386253467505,1018.9195780436198
508,1162.5707773402116,1015.9309163411458
509,1161.5256515724072,1009.053232828776
510,1167.9843829611073,1012.8704895019531
511,1168.7670009447181,1015.1699849446615
512,1164.3843918952389,1017.4729634602865
513,1170.0341854371886,1031.1644419352212
514,1158.9238909292912,1027.4939809163411
515,1165.957374462183,1023.8320109049479
516,1168.1222087473109,1018.8260314941406
517,1168.5356732796931,1022.8733764648438
518,1170.345846424932,1014.116732788086
519,1166.2772451207259,1036.06474609375
520,1173.848370095958,1013.3408040364583
521,1168.9191054192142,1085.3742899576823
522,1157.8158675484035,1028.350079345703
523,1161.7175779480865,1010.9948160807292
524,1167.4054578698199,1011.2253692626953
525,1166.0359244968581,1029.5358042399089
526,1168.0534314141757,1022.80625
527,1165.030367201653,1023.5896464029948
528,1172.5133158365886,1009.1986206054687
529,1165.5693553979845,1012.6490834554037
530,1179.3865984488225,1021.8943115234375
531,1174.6617537788723,1040.0784973144532
532,1165.0089575726054,1016.5208160400391
533,1168.7903468919837,1016.1519541422526
534,1161.1896760360055,1001.3847564697265
535,1177.9157692729564,1028.819317626953
536,1159.4455579674761,1007.2537292480469
537,1164.3014526367188,1008.8537607828777
538,1159.4338962720788,1009.8038513183594
539,1168.0383791716201,1022.9150258382161
540,1161.0608356862829,1022.5081736246744
541,1177.0516667020493,1015.6988505045573
542,1159.4195791051009,1000.034780883789
543,1174.3561374830163,1010.8733418782552
544,1155.4314044454823,1031.5864196777343
545,1169.551438483639,1015.1282531738282
546,1161.0585610210032,1013.263774617513
547,1174.0812355815501,1023.2421997070312
548,1157.2165350430253,1011.9912180582683
549,1172.8874153468919,1016.1169647216797
550,1170.3243846064029,1031.1772694905599
551,1167.7006809400475,1007.2798024495443
552,1169.8502352064934,1013.283316040039
553,1171.1566790152287,1016.9473439534505
554,1169.9350780542345,1012.4258483886719
555,1160.5446883491848,1020.5333099365234
556,1154.2244019439254,1004.9435658772786
557,1158.3345947265625,1012.1393737792969
558,1176.4436778192935,1030.9285217285155
559,1167.1894924882529,1012.4119445800782
560,1172.7788983773494,1028.6598653157553
561,1162.3252284837806,1010.3632720947265
562,1151.712281158005,1017.3240783691406
563,1165.2311954221864,1011.8528208414714
564,1169.2618324169214,1010.7825592041015
565,1153.1146116394928,1007.8306884765625
566,1166.0977486873019,1008.17275390625
567,1163.3036012511322,1010.7353902180989
568,1156.2602950386379,1002.0903147379557
569,1167.9661060277967,1031.0677775065103
570,1163.050953740659,1020.7686024983724
571,1175.3664648083673,1008.7287851969401
572,1164.5671125771344,1018.213764444987
573,1161.979416999264,1020.3530934651693
574,1166.7552096601846,1009.483144124349
575,1149.3928116508152,1013.0910024007161
576,1186.173040859941,1014.9198211669922
577,1161.2463374483414,1012.5497680664063
578,1162.9955678746321,1029.6770253499349
579,1169.3260073454483,1003.732270304362
580,1170.7037437549536,1018.8733327229818
581,1170.9253044681273,1016.2341949462891
582,1160.5740896031477,1012.5296895345052
583,1157.8714714603148,1010.3229451497396
584,1160.8542759107506,1015.9179484049479
585,1157.1892058883889,1008.2193247477213
586,1159.3512427288554,1005.4318583170573
587,1163.5646167699842,1007.5407755533854
588,1162.4674554354904,1014.6168802897135
589,1159.3544209798176,1005.8611673990886
590,1157.8511737325916,1027.0880350748698
591,1162.9122022545855,1030.0118530273437
592,1163.7574626535609,1013.8738301595052
593,1161.14110974298,1014.8742451985677
594,1155.1692009525023,1025.9033091227213
595,1164.9470015816066,1011.3962748209635
596,1157.065453570822,1006.4913157145182
597,1172.0166245612545,1028.7733459472656
598,1164.6390588732734,1021.1788177490234
599,1156.8577588952105,1011.3539560953776
600,1170.9840684973676,1018.4822875976563
601,1170.2518102673516,1034.1679799397787
602,1168.8157870527627,1021.3067189534505
603,1157.6794583970222,1012.4174875895183
604,1153.8542953712354,1022.7987365722656
605,1166.2737731933594,1018.5345499674479
606,1165.1003316243489,1023.2673817952474
607,1163.5014228267946,1016.3545013427735
608,1160.8660256206126,1017.3841491699219
609,1159.6797175752945,1021.2155263264974
610,1160.8964025525079,1012.5526550292968
611,1156.857440450917,1008.4072591145833
612,1165.5687835251076,1009.1637786865234
613,1160.6793199622114,1014.285454305013
614,1158.0902272100034,1007.4058319091797
615,1154.9971375396285,1008.7254313151042
616,1160.329294398211,1009.729926554362
617,1154.3882158804631,1001.1858713785807
618,1153.2065535835598,1016.364571126302
619,1163.952199742414,1021.468618774414
620,1153.4773404771004,1018.6980590820312
621,1159.953176304914,1040.8791920979818
622,1154.599214857903,1005.2871571858724
623,1155.604202049366,1029.9091186523438
624,1146.9905413199162,1018.3319101969402
625,1159.8516558218694,1007.6842763264974
626,1158.1648674564085,1013.2492838541667
627,1169.9377773119056,1010.7866068522136
628,1160.3480640356092,1013.0040588378906
629,1164.7138203054235,1019.3648559570313
630,1167.239116281703,1014.823149617513
631,1160.8211855681045,1036.5373545328775
632,1148.7664503014605,1012.9494750976562
633,1157.5271973540816,1025.605086263021
634,1148.3229662024457,1033.6076497395834
635,1158.8719004755435,1010.5817616780599
636,1162.4554292982903,1010.5223368326823
637,1154.6996424578238,1012.4419403076172
638,1152.8233532007189,1045.3101389567057
639,1149.4351735875227,1013.6571309407552
640,1156.6550500842109,997.9874745686849
641,1171.4605823461561,1023.1903747558594
642,1172.2366974319236,1008.0360534667968
643,1171.9526473335598,1010.9311258951823
644,1177.047267747962,1021.131424967448
645,1159.8380962869396,1010.8979838053385
646,1154.3653161974921,1012.1183227539062
647,1165.8820172738338,1035.3661763509115
648,1157.5295197860055,1005.3582845052083
649,1157.248589999434,1049.9968231201171
650,1164.9687508845675,1034.427035522461
651,1162.6570673403533,1009.2730133056641
652,1154.1780824523041,1022.2776489257812
653,1167.8815170509229,1007.7114308675131
654,1163.7347544794497,1015.6895568847656
655,1159.990214029948,1016.3256418863932
656,1154.5647299946218,1021.2522257486979
657,1161.8651693592901,1005.2693929036458
658,1158.179858221524,1010.7704335530599
659,1157.1283595872962,1027.6034037272136
660,1160.205564637115,1019.2569000244141
661,1152.3650954979053,1012.7098052978515
662,1166.6225439983866,1011.2991109212239
663,1161.9575496065445,1007.486875406901
664,1151.6400080141814,1011.4880249023438
665,1160.7740956182065,1006.3711100260417
666,1167.7466872947803,1020.2188466389974
667,1166.3872795657835,1023.653862508138
668,1157.8742773083673,1012.7696309407552
669,1165.780200018399,1019.5798268636067
670,1164.4635898755944,1013.0442342122395
671,1163.8958567743716,1011.6722137451172
672,1166.2368049068727,1012.5666035970052
673,1160.1391238889832,1028.2095387776692
674,1156.1765711687613,1008.5790161132812
675,1149.3619243234828,1004.3082743326823
676,1169.4129413107166,1005.8004475911458
677,1174.4619352921195,1028.317709350586
678,1160.5551947994509,1012.2495646158854
679,1157.7516236236129,1021.6296936035156
680,1150.8890119911969,1003.265971883138
681,1159.1149000084918,1002.8029571533203
682,1158.8850783196049,1055.3934702555339
683,1158.9696314714956,1008.44169921875
684,1176.0029301297836,1000.0140146891276
685,1159.9577826900759,1021.7698567708334
686,1163.0163109820821,1016.6003275553386
687,1155.9682917940445,1008.6429087320963
688,1149.0661559174027,1022.4614145914713
689,1165.6348965409873,1012.5757497151693
690,1163.0055904664855,1007.0927744547527
691,1164.4482408606489,1022.9158945719402
692,1154.3818704356318,1010.8911173502604
693,1164.6805433190386,1016.669873046875
694,1169.8578699084296,1006.0721384684244
695,1168.0569519927535,1019.7715250651041
696,1149.9521891276042,1023.835747273763
697,1168.6266271618829,1013.4507354736328
698,1161.4174127993376,1008.3446584065755
699,1158.3330117930536,1013.9688618977865
700,1162.6742819081182,1012.1557983398437
701,1163.4650923134625,1010.2217325846354
702,1156.9666495945144,1007.1239115397135
703,1155.9559852489526,1026.7604248046875
704,1161.9107440450916,1010.8199859619141
705,1158.1592575294385,1002.8547322591146
706,1166.1306510593581,1024.3752451578775
707,1156.9834585880888,1014.6447489420573
708,1158.8738027379134,1019.0720163981119
709,1164.0796362835429,1008.115771484375
